小韻	字	聲母	韻母	聲調	楊耐思	寧繼福	薛鳳生(音位)	unt(音位)	unt	釋義	校註
如	茹	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	鴽	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	儒	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	薷	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	襦	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	孺	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	嚅	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
如	濡	日	魚模撮	陽	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
無	無	微	魚模合	陽	vu	ʋu	vwɨ	ʋu	ʋu		
無	蕪	微	魚模合	陽	vu	ʋu	vwɨ	ʋu	ʋu		
無	巫	微	魚模合	陽	vu	ʋu	vwɨ	ʋu	ʋu		
無	誣	微	魚模合	陽	vu	ʋu	vwɨ	ʋu	ʋu		
模	模	明	魚模合	陽	mu	mu	mwɨ	mu	mu		
模	謨	明	魚模合	陽	mu	mu	mwɨ	mu	mu		
模	摸	明	魚模合	陽	mu	mu	mwɨ	mu	mu		
模	謀	明	魚模合	陽	mu	mu	mwɨ	mu	mu		
徒	徒	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	圖	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	菟	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	屠	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	荼	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	途	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	瘏	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	駼	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
徒	塗	透	魚模合	陽	tʻu	tʻu	thwɨ	tʰu	tʰu		
奴	奴	泥	魚模合	陽	nu	nu	nwɨ	nu	nu		
奴	孥	泥	魚模合	陽	nu	nu	nwɨ	nu	nu		
奴	砮	泥	魚模合	陽	nu	nu	nwɨ	nu	nu		
奴	駑	泥	魚模合	陽	nu	nu	nwɨ	nu	nu		
盧	盧	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	蘆	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	顱	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	鱸	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	轤	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	爐	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	櫨	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	瀘	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	纑	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
盧	艫	來	魚模合	陽	lu	lu	lwɨ	lu	lu		
魚	魚	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	漁	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	虞	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	余	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	餘	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	竽	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	于	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	予	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	畬	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	雩	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	與	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	輿	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	旟	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	歈	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	𤫌	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	舁	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	妤	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	歟	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	譽	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	愚	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	盂	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	隅	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	禺	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	臾	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	榆	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	愉	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	俞	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	覦	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	毹	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	瑜	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	窬	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	逾	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	渝	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	閾	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	於	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	諛	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
魚	萸	影	魚模撮	陽	iu	iu	ywɨ	ju	ju		
吾	吾	影	魚模合	陽	u	u	wɨ	u	u		
吾	浯	影	魚模合	陽	u	u	wɨ	u	u		
吾	鋙	影	魚模合	陽	u	u	wɨ	u	u		
吾	蜈	影	魚模合	陽	u	u	wɨ	u	u		
吾	㻍	影	魚模合	陽	u	u	wɨ	u	u		
吾	吳吴	影	魚模合	陽	u	u	wɨ	u	u		
吾	梧	影	魚模合	陽	u	u	wɨ	u	u		
吾	娛娱	影	魚模合	陽	u	u	wɨ	u	u		
吾	鼯	影	魚模合	陽	u	u	wɨ	u	u		
雛	雛	穿	魚模合	陽	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
雛	鋤	穿	魚模合	陽	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
殊	殊	審	魚模撮	陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
殊	茱	審	魚模撮	陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
殊	銖	審	魚模撮	陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
殊	洙	審	魚模撮	陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
渠	渠	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	蕖	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	磲	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	籧	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	劬	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	瞿	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	衢	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
渠	臞	溪	魚模撮	陽	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
除	除	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	蜍	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	滁	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	躇	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	廚厨	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	幮	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	躕蹰	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
除	儲	穿	魚模撮	陽	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
扶	扶	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	夫	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	蚨	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	符	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	芙	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	鳧鳬	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
扶	浮	非	魚模合	陽	fu	fu	fwɨ	fu	fu		
蒲	蒲	滂	魚模合	陽	pʻu	pʻu	phwɨ	pʰu	pʰu		
蒲	脯	滂	魚模合	陽	pʻu	pʻu	phwɨ	pʰu	pʰu		
蒲	酺	滂	魚模合	陽	pʻu	pʻu	phwɨ	pʰu	pʰu		
蒲	蒱	滂	魚模合	陽	pʻu	pʻu	phwɨ	pʰu	pʰu		
胡	胡	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	糊	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	湖	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	醐	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	瑚	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	鶘	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	壺	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	狐	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	弧	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
胡	乎	曉	魚模合	陽	xu	xu	hwɨ	xu	xu		
殂	殂	清	魚模合	陽	tsʻu	tsʻu	chwɨ	tsʰu	tsʰu		
殂	徂	清	魚模合	陽	tsʻu	tsʻu	chwɨ	tsʰu	tsʰu		
徐	徐	心	魚模撮	陽	siu	siu	sywɨ	sju	sju		
獨	獨	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	讀	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	牘	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	瀆	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	犢	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	毒	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	突	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
獨	纛	端	魚模合	入作陽	tu	tu	twɨ	tu	tu		
復1	復	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
復1	佛	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
復1	伏	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
復1	鵩	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
復1	袱	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
復1	服	非	魚模合	入作陽	fu	fu	fwɨ	fu	fu		
鵠	鵠	曉	魚模合	入作陽	xu	xu	hwɨ	xu	xu		
鵠	鶻	曉	魚模合	入作陽	xu	xu	hwɨ	xu	xu		
鵠	斛	曉	魚模合	入作陽	xu	xu	hwɨ	xu	xu		
鵠	槲	曉	魚模合	入作陽	xu	xu	hwɨ	xu	xu		
贖	贖	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
贖	屬	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
贖	述	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
贖	秫	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
贖	術	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
贖	术	審	魚模撮	入作陽	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
俗	俗	心	魚模撮	入作陽	siu	siu	sywɨ	sju	sju		
俗	續	心	魚模撮	入作陽	siu	siu	sywɨ	sju	sju		
逐	逐	照	魚模合	入作陽	tʃu	tʂu	crwɨ	tʂu	tʂu		
逐	軸	照	魚模合	入作陽	tʃu	tʂu	crwɨ	tʂu	tʂu		
族	族	精	魚模合	入作陽	tsu	tsu	cwɨ	tsu	tsu		
族	鏃	精	魚模合	入作陽	tsu	tsu	cwɨ	tsu	tsu		
僕	僕	幫	魚模合	入作陽	pu	pu	pwɨ	pu	pu		
局	局	見	魚模撮	入作陽	kiu	kiu	kywɨ	kju	kju		
淑	淑	審	魚模合	入作陽	ʃu	ʂu	srwɨ	ʂu	ʂu		
淑	蜀	審	魚模合	入作陽	ʃu	ʂu	srwɨ	ʂu	ʂu		
淑	孰	審	魚模合	入作陽	ʃu	ʂu	srwɨ	ʂu	ʂu		
淑	熟	審	魚模合	入作陽	ʃu	ʂu	srwɨ	ʂu	ʂu		
淑	塾	審	魚模合	入作陽	ʃu	ʂu	srwɨ	ʂu	ʂu		
語	語	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	雨	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	與	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	圄	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	圉	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	齬	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	敔	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	禦	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	愈	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	羽	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	宇	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	禹	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
語	庾	影	魚模撮	上	iu	iu	ywɨ	ju	ju		
吕	呂吕	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
吕	侶侣	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
吕	旅	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
吕	膂	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
吕	縷	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
吕	僂	來	魚模撮	上	liu	liu	lywɨ	lju	lju		
主	主	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	煮	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	拄	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	渚	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	麈	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	墅	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
主	翥	照	魚模撮	上	tʃiu	tʂiu	crywɨ	tʂju	tʂju		
汝	汝	日	魚模撮	上	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
汝	乳	日	魚模撮	上	ʒiu	ɽiu	rywɨ	ɻju	ɻju		
鼠	鼠	審	魚模撮	上	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
鼠	黍	審	魚模撮	上	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
鼠	暑	審	魚模撮	上	ʃiu	ʂiu	srywɨ	ʂju	ʂju		
阻	阻	照	魚模合	上	tʃu	tʂu	crwɨ	tʂu	tʂu		
阻	俎	照	魚模合	上	tʃu	tʂu	crwɨ	tʂu	tʂu		
杵	杵	穿	魚模撮	上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
杵	楮	穿	魚模撮	上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
杵	褚	穿	魚模撮	上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		一些版本作“緒”，誤
杵	處	穿	魚模撮	上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
杵	杼	穿	魚模撮	上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
數1	數	審	魚模合	上	ʃu	ʂu	srwɨ	ʂu	ʂu		
數1	所	審	魚模合	上	ʃu	ʂu	srwɨ	ʂu	ʂu		
祖	祖	精	魚模合	上	tsu	tsu	cwɨ	tsu	tsu		
祖	組	精	魚模合	上	tsu	tsu	cwɨ	tsu	tsu		
武	武	微	魚模合	上	vu	ʋu	vwɨ	ʋu	ʋu		
武	舞	微	魚模合	上	vu	ʋu	vwɨ	ʋu	ʋu		
武	鵡	微	魚模合	上	vu	ʋu	vwɨ	ʋu	ʋu		
武	侮	微	魚模合	上	vu	ʋu	vwɨ	ʋu	ʋu		
武	廡	微	魚模合	上	vu	ʋu	vwɨ	ʋu	ʋu		
土	土	透	魚模合	上	tʻu	tʻu	thwɨ	tʰu	tʰu		
土	吐	透	魚模合	上	tʻu	tʻu	thwɨ	tʰu	tʰu		
魯	魯	來	魚模合	上	lu	lu	lwɨ	lu	lu		
魯	櫓	來	魚模合	上	lu	lu	lwɨ	lu	lu		
魯	虜	來	魚模合	上	lu	lu	lwɨ	lu	lu		
魯	鹵	來	魚模合	上	lu	lu	lwɨ	lu	lu		
魯	滷	來	魚模合	上	lu	lu	lwɨ	lu	lu		
覩	覩	端	魚模合	上	tu	tu	twɨ	tu	tu		
覩	堵	端	魚模合	上	tu	tu	twɨ	tu	tu		
覩	賭	端	魚模合	上	tu	tu	twɨ	tu	tu		
古	古	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	罟	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	詁	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	沽	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	牯	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	蠱	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	估	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	盬	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	鼓	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	瞽	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	股	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	羖	見	魚模合	上	ku	ku	kwɨ	ku	ku		
古	賈	見	魚模合	上	ku	ku	kwɨ	ku	ku		
五	五	影	魚模合	上	u	u	wɨ	u	u		
五	午	影	魚模合	上	u	u	wɨ	u	u		
五	仵	影	魚模合	上	u	u	wɨ	u	u		
五	忤	影	魚模合	上	u	u	wɨ	u	u		
五	塢	影	魚模合	上	u	u	wɨ	u	u		
五	鄔	影	魚模合	上	u	u	wɨ	u	u		
虎	虎	曉	魚模合	上	xu	xu	hwɨ	xu	xu		
虎	滸	曉	魚模合	上	xu	xu	hwɨ	xu	xu		
補	補	幫	魚模合	上	pu	pu	pwɨ	pu	pu		
補	浦	幫	魚模合	上	pu	pu	pwɨ	pu	pu		
補	圃	幫	魚模合	上	pu	pu	pwɨ	pu	pu		
補	鵏	幫	魚模合	上	pu	pu	pwɨ	pu	pu		
普	普	滂	魚模合	上	pʻu	pʻu	phwɨ	pʰu	pʰu		
普	溥	滂	魚模合	上	pʻu	pʻu	phwɨ	pʰu	pʰu		
普	譜	滂	魚模合	上	pʻu	pʻu	phwɨ	pʰu	pʰu		
甫	甫	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	斧	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	撫	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	黼	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	脯	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	府	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	俯	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	腑	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	父	非	魚模合	上	fu	fu	fwɨ	fu	fu		
甫	否	非	魚模合	上	fu	fu	fwɨ	fu	fu		
母	母	明	魚模合	上	mu	mu	mwɨ	mu	mu		
母	某	明	魚模合	上	mu	mu	mwɨ	mu	mu		
母	牡	明	魚模合	上	mu	mu	mwɨ	mu	mu		
母	姥	明	魚模合	上	mu	mu	mwɨ	mu	mu		
母	畝	明	魚模合	上	mu	mu	mwɨ	mu	mu		
楚	楚	穿	魚模合	上	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
楚	礎	穿	魚模合	上	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
楚	憷	穿	魚模合	上	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
舉	舉	見	魚模撮	上	kiu	kiu	kywɨ	kju	kju		
舉	莒	見	魚模撮	上	kiu	kiu	kywɨ	kju	kju		
舉	矩	見	魚模撮	上	kiu	kiu	kywɨ	kju	kju		
舉	櫸	見	魚模撮	上	kiu	kiu	kywɨ	kju	kju		
弩	弩	泥	魚模合	上	nu	nu	nwɨ	nu	nu		
弩	努	泥	魚模合	上	nu	nu	nwɨ	nu	nu		
許	許	曉	魚模撮	上	xiu	xiu	hywɨ	xju	xju		
許	詡	曉	魚模撮	上	xiu	xiu	hywɨ	xju	xju		
取	取	清	魚模撮	上	tsʻiu	tsʻiu	chywɨ	tsʰju	tsʰju		
苦	苦	溪	魚模合	上	kʻu	kʻu	khwɨ	kʰu	kʰu		
咀	咀	精	魚模撮	上	tsiu	tsiu	cywɨ	tsju	tsju		
女	女	泥	魚模撮	上	niu	niu	nywɨ	nju	nju		
嶼	嶼	心	魚模撮	上	siu	siu	sywɨ	sju	sju		
傴	傴	溪	魚模撮	上	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
傴	去	溪	魚模撮	上	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
谷	谷	見	魚模合	入作上	ku	ku	kwɨ	ku	ku		
谷	穀榖	見	魚模合	入作上	ku	ku	kwɨ	ku	ku		
谷	轂	見	魚模合	入作上	ku	ku	kwɨ	ku	ku		
谷	骨	見	魚模合	入作上	ku	ku	kwɨ	ku	ku		
蔌	蔌	心	魚模合	入作上	su	su	swɨ	su	su		
蔌	縮	心	魚模合	入作上	su	su	swɨ	su	su		
蔌	謖	心	魚模合	入作上	su	su	swɨ	su	su		
蔌	速	心	魚模合	入作上	su	su	swɨ	su	su		
復2	復	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	福	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	幅	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	蝠	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	腹	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	覆	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
復2	拂	非	魚模合	入作上	fu	fu	fwɨ	fu	fu		
卜	卜	幫	魚模合	入作上	pu	pu	pwɨ	pu	pu		
卜	不	幫	魚模合	入作上	pu	pu	pwɨ	pu	pu		
菊	菊	見	魚模撮	入作上	kiu	kiu	kywɨ	kju	kju		
菊	踘	見	魚模撮	入作上	kiu	kiu	kywɨ	kju	kju		
菊	局	見	魚模撮	入作上	kiu	kiu	kywɨ	kju	kju		
笏	笏	曉	魚模合	入作上	xu	xu	hwɨ	xu	xu		
笏	忽	曉	魚模合	入作上	xu	xu	hwɨ	xu	xu		
築	築	照	魚模合	入作上	tʃu	tʂu	crwɨ	tʂu	tʂu		
築	燭	照	魚模合	入作上	tʃu	tʂu	crwɨ	tʂu	tʂu		
築	粥	照	魚模合	入作上	tʃu	tʂu	crwɨ	tʂu	tʂu		
築	竹	照	魚模合	入作上	tʃu	tʂu	crwɨ	tʂu	tʂu		
粟	粟	心	魚模撮	入作上	siu	siu	sywɨ	sju	sju		
粟	宿	心	魚模撮	入作上	siu	siu	sywɨ	sju	sju		
曲	曲	溪	魚模撮	入作上	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
曲	麯	溪	魚模撮	入作上	kʻiu	kʻiu	khywɨ	kʰju	kʰju		
曲	屈	溪	魚模撮	入作上	kʻiu	kʻiu	khywɨ	kʰju	kʰju	伸	
哭	哭	溪	魚模合	入作上	kʻu	kʻu	khwɨ	kʰu	kʰu		
哭	窟	溪	魚模合	入作上	kʻu	kʻu	khwɨ	kʰu	kʰu		
哭	酷	溪	魚模合	入作上	kʻu	kʻu	khwɨ	kʰu	kʰu		
出	出	穿	魚模撮	入作上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
出	黜	穿	魚模撮	入作上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
出	畜	穿	魚模撮	入作上	tʃʻiu	tʂʻiu	crhywɨ	tʂʰju	tʂʰju		
叔	叔	審	魚模合	入作上	ʃu	ʂu	srwɨ	ʂu	ʂu		
叔	菽	審	魚模合	入作上	ʃu	ʂu	srwɨ	ʂu	ʂu		
督	督	端	魚模合	入作上	tu	tu	twɨ	tu	tu		
督	篤	端	魚模合	入作上	tu	tu	twɨ	tu	tu		
暴	暴	滂	魚模合	入作上	pʻu	pʻu	phwɨ	pʰu	pʰu		
暴	撲	滂	魚模合	入作上	pʻu	pʻu	phwɨ	pʰu	pʰu		
觸	觸	穿	魚模合	入作上	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
觸	束	穿	魚模合	入作上	tʃʻu	tʂʻu	crhwɨ	tʂʰu	tʂʰu		
簇	簇	清	魚模合	入作上	tsʻu	tsʻu	chwɨ	tsʰu	tsʰu		
足1	足	精	魚模撮	入作上	tsiu	tsiu	cywɨ	tsju	tsju		足促原爲一小韻，應拆分
足2	促	清	魚模撮	入作上	tsʻiu	tsʻiu	chywɨ	tsʰju	tsʰju		
秃	禿秃	透	魚模合	入作上	tʻu	tʻu	thwɨ	tʰu	tʰu		
卒	卒	精	魚模合	入作上	tsu	tsu	cwɨ	tsu	tsu		
蹙	蹙	清	魚模撮	入作上	tsʻiu	tsʻiu	chywɨ	tsʰju	tsʰju		《中州音韻》蹙促爲一小韻（叶取）。蹙《集韻》有清母音
屋	屋	影	魚模合	入作上	u	u	wɨ	u	u		
屋	沃	影	魚模合	入作上	u	u	wɨ	u	u		
屋	兀	影	魚模合	入作上	u	u	wɨ	u	u		
御	御	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	馭	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	遇	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	嫗	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	裕	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	諭	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	芋	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	譽	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	預	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
御	豫	影	魚模撮	去	iu	iu	ywɨ	ju	ju		
慮	慮	來	魚模撮	去	liu	liu	lywɨ	lju	lju		
慮	濾	來	魚模撮	去	liu	liu	lywɨ	lju	lju		
慮	屢	來	魚模撮	去	liu	liu	lywɨ	lju	lju		
鋸	鋸	見	魚模撮	去	kiu	kiu	kywɨ	kju	kju		
鋸	懼	見	魚模撮	去	kiu	kiu	kywɨ	kju	kju		
鋸	句	見	魚模撮	去	kiu	kiu	kywɨ	kju	kju		
