小韻	字	聲母	韻母	聲調	楊耐思	寧繼福	薛鳳生(音位)	unt(音位)	unt	釋義	校註
拙	輟	照	車遮撮	入作上	tʃiuɛ	tʂiuɛ	crywe	tʂjwɛ	tʂɥɛ		
轍	轍	穿	車遮齊	入作上	tʃʻiɛ	tʂʻiɛ	crhye	tʂʰjɛ	tʂʰjɛ		
轍	撤	穿	車遮齊	入作上	tʃʻiɛ	tʂʻiɛ	crhye	tʂʰjɛ	tʂʰjɛ		
轍	澈	穿	車遮齊	入作上	tʃʻiɛ	tʂʻiɛ	crhye	tʂʰjɛ	tʂʰjɛ		
轍	掣	穿	車遮齊	入作上	tʃʻiɛ	tʂʻiɛ	crhye	tʂʰjɛ	tʂʰjɛ		
哲	哲	照	車遮齊	入作上	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
哲	褶	照	車遮齊	入作上	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
哲	摺	照	車遮齊	入作上	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
哲	折	照	車遮齊	入作上	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
哲	浙	照	車遮齊	入作上	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
設	設	審	車遮齊	入作上	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
設	攝	審	車遮齊	入作上	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
設	灄	審	車遮齊	入作上	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
啜	啜	穿	車遮撮	入作上	tʃʻiuɛ	tʂʻiuɛ	crhywe	tʂʰjwɛ	tʂʰɥɛ		
雪	雪	心	車遮撮	入作上	siuɛ	siuɛ	sywe	sjwɛ	sɥɛ		
説	說説	審	車遮撮	入作上	ʃiuɛ	ʂiuɛ	srywe	ʂjwɛ	ʂɥɛ		
舍	舍	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
舍	社	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
舍	射	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
舍	麝	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
舍	貰	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
舍	赦	審	車遮齊	去	ʃiɛ	ʂiɛ	srye	ʂjɛ	ʂjɛ		
謝	謝	心	車遮齊	去	siɛ	siɛ	sye	sjɛ	sjɛ		
謝	卸	心	車遮齊	去	siɛ	siɛ	sye	sjɛ	sjɛ		
謝	榭	心	車遮齊	去	siɛ	siɛ	sye	sjɛ	sjɛ		
謝	瀉	心	車遮齊	去	siɛ	siɛ	sye	sjɛ	sjɛ		
夜	夜	影	車遮齊	去	iɛ	iɛ	ye	jɛ	jɛ		
夜	射	影	車遮齊	去	iɛ	iɛ	ye	jɛ	jɛ		
柘	柘	照	車遮齊	去	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
柘	鷓	照	車遮齊	去	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
柘	炙	照	車遮齊	去	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		
柘	蔗	照	車遮齊	去	tʃiɛ	tʂiɛ	crye	tʂjɛ	tʂjɛ		四庫本歸到了下一小韻，誤
借	借	精	車遮齊	去	tsiɛ	tsiɛ	cye	tsjɛ	tsjɛ		
借	藉	精	車遮齊	去	tsiɛ	tsiɛ	cye	tsjɛ	tsjɛ		
趄	趄	清	車遮齊	去	tsʻiɛ	tsʻiɛ	chye	tsʰjɛ	tsʰjɛ		
𠍽	𠍽	穿	車遮齊	去	tʃʻiɛ	tʂʻiɛ	crhye	tʂʰjɛ	tʂʰjɛ		《中州樂府音韻類編》尺柘切
捏	捏	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	聶	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	躡	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	鑷	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	囓	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	臬	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
捏	糵	泥	車遮齊	入作去	niɛ	niɛ	nye	njɛ	njɛ		
滅	滅	明	車遮齊	入作去	miɛ	miɛ	mye	mjɛ	mjɛ		
滅	篾	明	車遮齊	入作去	miɛ	miɛ	mye	mjɛ	mjɛ		
滅	蔑	明	車遮齊	入作去	miɛ	miɛ	mye	mjɛ	mjɛ		
拽	拽	影	車遮齊	入作去	iɛ	iɛ	ye	jɛ	jɛ		
拽	噎	影	車遮齊	入作去	iɛ	iɛ	ye	jɛ	jɛ		
拽	謁	影	車遮齊	入作去	iɛ	iɛ	ye	jɛ	jɛ		
拽	葉	影	車遮齊	入作去	iɛ	iɛ	ye	jɛ	jɛ		
拽	燁	影	車遮齊	入作去	iɛ	iɛ	ye	jɛ	jɛ		
業	業	疑	車遮齊	入作去	ŋiɛ	ŋiɛ	ŋye	ŋjɛ	ŋjɛ		《中州樂府音韻類編》《中州音韻》與拽合併（《中州音韻》叶夜）
業	鄴	疑	車遮齊	入作去	ŋiɛ	ŋiɛ	ŋye	ŋjɛ	ŋjɛ		
業	額	疑	車遮齊	入作去	ŋiɛ	ŋiɛ	ŋye	ŋjɛ	ŋjɛ		
裂	裂	來	車遮齊	入作去	liɛ	liɛ	lye	ljɛ	ljɛ		
裂	冽	來	車遮齊	入作去	liɛ	liɛ	lye	ljɛ	ljɛ		
裂	獵	來	車遮齊	入作去	liɛ	liɛ	lye	ljɛ	ljɛ		
裂	鬣	來	車遮齊	入作去	liɛ	liɛ	lye	ljɛ	ljɛ		
裂	列	來	車遮齊	入作去	liɛ	liɛ	lye	ljɛ	ljɛ		
月	月	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	悅悦	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	說説	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	閲	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	軏	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	越	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	鉞	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	樾	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
月	刖	影	車遮撮	入作去	iuɛ	iuɛ	ywe	jwɛ	ɥɛ		
熱	熱	日	車遮齊	入作去	ʒiɛ	ɽiɛ	rye	ɻjɛ	ɻjɛ		
爇	𤑔爇	日	車遮撮	入作去	ʒiuɛ	ɽiuɛ	rywe	ɻjwɛ	ɻɥɛ		
劣	劣	來	車遮撮	入作去	liuɛ	liuɛ	lywe	ljwɛ	lɥɛ		
京	京	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	麖	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	庚	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	鶊	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	賡	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	更	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	粳	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	羹	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	畊	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	驚	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	荊荆	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	經	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	兢	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	矜	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
京	涇	見	庚青齊	陰	kiəŋ	kiəŋ	kyeŋ	kjɨŋ	kiŋ		
精	精	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
精	睛	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
精	晶	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
精	旌	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
精	鶄	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
精	菁	精	庚青齊	陰	tsiəŋ	tsiəŋ	cyeŋ	tsjɨŋ	tsiŋ		
生	生	審	庚青開	陰	ʃəŋ	ʂəŋ	sreŋ	ʂɨŋ	ʂɨŋ		
生	甥	審	庚青開	陰	ʃəŋ	ʂəŋ	sreŋ	ʂɨŋ	ʂɨŋ		
生	笙	審	庚青開	陰	ʃəŋ	ʂəŋ	sreŋ	ʂɨŋ	ʂɨŋ		
生	牲	審	庚青開	陰	ʃəŋ	ʂəŋ	sreŋ	ʂɨŋ	ʂɨŋ		
生	猩	審	庚青開	陰	ʃəŋ	ʂəŋ	sreŋ	ʂɨŋ	ʂɨŋ		
筝	箏筝	照	庚青開	陰	tʃəŋ	tʂəŋ	creŋ	tʂɨŋ	tʂɨŋ		
筝	爭争	照	庚青開	陰	tʃəŋ	tʂəŋ	creŋ	tʂɨŋ	tʂɨŋ		
丁	丁	端	庚青齊	陰	tiəŋ	tiəŋ	tyeŋ	tjɨŋ	tiŋ		
丁	釘	端	庚青齊	陰	tiəŋ	tiəŋ	tyeŋ	tjɨŋ	tiŋ		
丁	玎	端	庚青齊	陰	tiəŋ	tiəŋ	tyeŋ	tjɨŋ	tiŋ		
丁	仃	端	庚青齊	陰	tiəŋ	tiəŋ	tyeŋ	tjɨŋ	tiŋ		
扃	扃	見	庚青撮	陰	kiuəŋ	kiuəŋ	kyweŋ	kjwɨŋ	kɥiŋ		
扃	坰	見	庚青撮	陰	kiuəŋ	kiuəŋ	kyweŋ	kjwɨŋ	kɥiŋ		
征	征	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	正	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	貞	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	禎	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	徵	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	蒸	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
征	烝	照	庚青齊	陰	tʃiəŋ	tʂiəŋ	cryeŋ	tʂjɨŋ	tʂiŋ		
冰	冰	幫	庚青齊	陰	piəŋ	piəŋ	pyeŋ	pjɨŋ	piŋ		
冰	兵	幫	庚青齊	陰	piəŋ	piəŋ	pyeŋ	pjɨŋ	piŋ		
冰	并	幫	庚青齊	陰	piəŋ	piəŋ	pyeŋ	pjɨŋ	piŋ		
登	登	端	庚青開	陰	təŋ	təŋ	teŋ	tɨŋ	tɨŋ		
登	簦	端	庚青開	陰	təŋ	təŋ	teŋ	tɨŋ	tɨŋ		
登	㲪	端	庚青開	陰	təŋ	təŋ	teŋ	tɨŋ	tɨŋ		
登	㽅	端	庚青開	陰	təŋ	təŋ	teŋ	tɨŋ	tɨŋ		
登	燈	端	庚青開	陰	təŋ	təŋ	teŋ	tɨŋ	tɨŋ		
轟	轟	曉	庚青合	陰	xuəŋ	xuəŋ	hweŋ	xwɨŋ	xwɨŋ		
轟	薨	曉	庚青合	陰	xuəŋ	xuəŋ	hweŋ	xwɨŋ	xwɨŋ		
憎	憎	精	庚青開	陰	tsəŋ	tsəŋ	ceŋ	tsɨŋ	tsɨŋ		
憎	曾	精	庚青開	陰	tsəŋ	tsəŋ	ceŋ	tsɨŋ	tsɨŋ		
憎	矰	精	庚青開	陰	tsəŋ	tsəŋ	ceŋ	tsɨŋ	tsɨŋ		
憎	罾	精	庚青開	陰	tsəŋ	tsəŋ	ceŋ	tsɨŋ	tsɨŋ		
憎	增	精	庚青開	陰	tsəŋ	tsəŋ	ceŋ	tsɨŋ	tsɨŋ		
鐺	鐺	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
鐺	錚	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
鐺	棦	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
鐺	琤	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
鐺	撑撐	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
鐺	瞠	穿	庚青開	陰	tʃʻəŋ	tʂʻəŋ	crheŋ	tʂʰɨŋ	tʂʰɨŋ		
稱1	稱	穿	庚青齊	陰	tʃʻiəŋ	tʂʻiəŋ	crhyeŋ	tʂʰjɨŋ	tʂʰiŋ		
稱1	秤	穿	庚青齊	陰	tʃʻiəŋ	tʂʻiəŋ	crhyeŋ	tʂʰjɨŋ	tʂʰiŋ		
稱1	赬	穿	庚青齊	陰	tʃʻiəŋ	tʂʻiəŋ	crhyeŋ	tʂʰjɨŋ	tʂʰiŋ		
稱1	檉	穿	庚青齊	陰	tʃʻiəŋ	tʂʻiəŋ	crhyeŋ	tʂʰjɨŋ	tʂʰiŋ		
稱1	蟶	穿	庚青齊	陰	tʃʻiəŋ	tʂʻiəŋ	crhyeŋ	tʂʰjɨŋ	tʂʰiŋ		
英	英	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	瑛	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	鷹	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	應	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	譍	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	櫻	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	嬰	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	嚶	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	膺	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	鸚	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	纓	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	瓔	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
英	縈	影	庚青齊	陰	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
輕	輕	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	坑	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	卿	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	誙	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	硜	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	𨆪	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	傾	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
輕	鏗	溪	庚青齊	陰	kʻiəŋ	kʻiəŋ	khyeŋ	kʰjɨŋ	kʰiŋ		
馨	馨	曉	庚青齊	陰	xiəŋ	xiəŋ	hyeŋ	xjɨŋ	xiŋ		
馨	興	曉	庚青齊	陰	xiəŋ	xiəŋ	hyeŋ	xjɨŋ	xiŋ		
青	青	清	庚青齊	陰	tsʻiəŋ	tsʻiəŋ	chyeŋ	tsʰjɨŋ	tsʰiŋ		
青	清	清	庚青齊	陰	tsʻiəŋ	tsʻiəŋ	chyeŋ	tsʰjɨŋ	tsʰiŋ		
青	鯖	清	庚青齊	陰	tsʻiəŋ	tsʻiəŋ	chyeŋ	tsʰjɨŋ	tsʰiŋ		
聲	聲	審	庚青齊	陰	ʃiəŋ	ʂiəŋ	sryeŋ	ʂjɨŋ	ʂiŋ		
聲	升	審	庚青齊	陰	ʃiəŋ	ʂiəŋ	sryeŋ	ʂjɨŋ	ʂiŋ		
聲	勝	審	庚青齊	陰	ʃiəŋ	ʂiəŋ	sryeŋ	ʂjɨŋ	ʂiŋ		
聲	昇	審	庚青齊	陰	ʃiəŋ	ʂiəŋ	sryeŋ	ʂjɨŋ	ʂiŋ		
聲	陞	審	庚青齊	陰	ʃiəŋ	ʂiəŋ	sryeŋ	ʂjɨŋ	ʂiŋ		
汀	汀	透	庚青齊	陰	tʻiəŋ	tʻiəŋ	thyeŋ	tʰjɨŋ	tʰiŋ		
汀	廳	透	庚青齊	陰	tʻiəŋ	tʻiəŋ	thyeŋ	tʰjɨŋ	tʰiŋ		
汀	聽	透	庚青齊	陰	tʻiəŋ	tʻiəŋ	thyeŋ	tʰjɨŋ	tʰiŋ		
汀	鞓	透	庚青齊	陰	tʻiəŋ	tʻiəŋ	thyeŋ	tʰjɨŋ	tʰiŋ		
汀	䩠	透	庚青齊	陰	tʻiəŋ	tʻiəŋ	thyeŋ	tʰjɨŋ	tʰiŋ		
星	星	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
星	醒	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
星	惺	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
星	鯹	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
星	腥	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
星	騂	心	庚青齊	陰	siəŋ	siəŋ	syeŋ	sjɨŋ	siŋ		
崩2	崩	幫	庚青開	陰	pəŋ	puəŋ	pweŋ	pɨŋ	pɨŋ		
崩2	繃	幫	庚青開	陰	pəŋ	puəŋ	pweŋ	pɨŋ	pɨŋ		
觥	觥	見	庚青合	陰	kuəŋ	kuəŋ	kweŋ	kwɨŋ	kwɨŋ		
觥	肱	見	庚青合	陰	kuəŋ	kuəŋ	kweŋ	kwɨŋ	kwɨŋ		
甖	甖	影	庚青開	陰	əŋ	əŋ	eŋ	ɨŋ	ɨŋ		
僧	僧	心	庚青開	陰	səŋ	səŋ	seŋ	sɨŋ	sɨŋ		
亨	亨	曉	庚青開	陰	xəŋ	xəŋ	heŋ	xɨŋ	xɨŋ		
兄	兄	曉	庚青撮	陰	xiuəŋ	xiuəŋ	hyweŋ	xjwɨŋ	xɥiŋ		
泓	泓	影	庚青合	陰	uəŋ	uəŋ	weŋ	wɨŋ	wɨŋ		
烹2	烹	滂	庚青開	陰	pʻəŋ	pʻuəŋ	phweŋ	pʰɨŋ	pʰɨŋ		
平	平	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	評	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	萍	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	枰	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	憑	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	馮	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	凭	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	屏	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	瓶	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	俜	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
平	娉	滂	庚青齊	陽	pʻiəŋ	pʻiəŋ	phyeŋ	pʰjɨŋ	pʰiŋ		
明	明	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	盟	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	鳿	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	名	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	銘	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	鳴	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	冥	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	溟	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	暝	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	螟	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
明	蓂	明	庚青齊	陽	miəŋ	miəŋ	myeŋ	mjɨŋ	miŋ		
靈	靈	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	櫺	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	醽	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	麢𪋓	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	令	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	零	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	苓	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	伶	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	聆	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	鈴	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	齡	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	蛉	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	泠	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	瓴	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	翎	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	鴒	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	陵	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	淩	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	菱	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	綾	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
靈	凌	來	庚青齊	陽	liəŋ	liəŋ	lyeŋ	ljɨŋ	liŋ		
鵬	鵬	滂	庚青開	陽	pʻəŋ	pʻuəŋ	phweŋ	pʰɨŋ	pʰɨŋ		
鵬	朋	滂	庚青開	陽	pʻəŋ	pʻuəŋ	phweŋ	pʰɨŋ	pʰɨŋ		
鵬	棚	滂	庚青開	陽	pʻəŋ	pʻuəŋ	phweŋ	pʰɨŋ	pʰɨŋ		
楞	楞	來	庚青開	陽	ləŋ	ləŋ	leŋ	lɨŋ	lɨŋ		
楞	稜	來	庚青開	陽	ləŋ	ləŋ	leŋ	lɨŋ	lɨŋ		
層	層	清	庚青開	陽	tsʻəŋ	tsʻəŋ	cheŋ	tsʰɨŋ	tsʰɨŋ		
層	曾	清	庚青開	陽	tsʻəŋ	tsʻəŋ	cheŋ	tsʰɨŋ	tsʰɨŋ		
能2	能	泥	庚青開	陽	nəŋ	nəŋ	neŋ	nɨŋ	nɨŋ		
能2	獰	泥	庚青開	陽	nəŋ	nəŋ	neŋ	nɨŋ	nɨŋ		
藤	藤	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
藤	滕	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
藤	騰	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
藤	縢	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
藤	謄	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
藤	疼	透	庚青開	陽	tʻəŋ	tʻəŋ	theŋ	tʰɨŋ	tʰɨŋ		
莖	莖	曉	庚青開	陽	xəŋ	xəŋ	heŋ	xɨŋ	xɨŋ		
莖	恆恒	曉	庚青開	陽	xəŋ	xəŋ	heŋ	xɨŋ	xɨŋ		
盈	盈	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	嬴	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	贏	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	攍	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	瀛	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	塋	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		一些版本作“瑩”
盈	螢	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	營	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	迎	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	蠅	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
盈	凝	影	庚青齊	陽	iəŋ	iəŋ	yeŋ	jɨŋ	iŋ		
